Arthroplasty — Knee,976,375,1913,2378,15800,37010,3721,4011,6281,11463,39,83967
Other musculoskeletal system,5443,5317,8833,9758,86359,169412,15394,13232,61082,41654,333,416817
Sub-mucous resection,172,8,451,445,4850,10818,1150,1430,3552,320,0,23196
Rhinoplasty,0,0,301,35,467,21,157,245,1938,785,0,3949
Other respiratory system,1420,123,1324,916,17379,25610,1928,3041,11177,14045,11,76974
Coronary artery bypass/repair,0,0,0,0,4921,8234,372,252,625,1977,0,16381
Coronary angioplasty,2154,0,1083,1558,18201,32467,2548,2150,5306,2278,0,67745
Cardiac electrophysiology,2720,139,455,839,23515,52116,2313,2396,4257,11036,*,99786
Other heart/pericardium,124,*,*,273,9223,10876,1521,711,2473,3723,0,28924
Varicose veins/vein repair,12,0,59,421,848,3011,726,50,590,3361,*,9078
Carotid endarterectomy,0,0,18,187,730,983,131,0,56,747,0,2852
Other cardiovascular,38,*,270,1231,15060,15325,1358,997,4814,6489,*,45582
Appendectomy,249,111,358,729,9027,13187,1462,734,4405,5125,30,35417
Laparotomy,60,10,104,62,1151,3433,286,69,1592,842,*,7609
Gallbladder and biliary tract,959,420,1315,2093,18500,27560,3276,2178,8896,14000,43,79240
Tonsillectomy,321,69,204,750,12383,10593,1022,1730,2968,2481,6,32527
Hernias,974,344,1933,2833,27120,35176,4635,3262,13545,14921,54,104797
Colon and intestines (colectomy),728,229,731,721,11554,117382,2268,1729,6455,11733,28,153558
Rectum/proctotomy/anus and hemorrhoidectomy,185,112,548,841,8116,15089,1400,937,5032,4461,12,36733
Other digestive,1977,188,1222,2280,14961,23174,2120,1219,11106,8860,60,67167
Urinary system,2401,382,3072,5489,32663,26094,2444,4367,31382,12496,10,120800
Prostate surgery (male),676,62,1199,639,6615,16678,900,901,4370,6756,0,38796
Vasectomy (male),496,198,837,648,3791,13660,183,1740,704,2869,65,25191
Other male genital system,473,70,751,588,9694,14353,1812,613,4441,3337,12,36144
Prolapse in female genital system,185,6,26,136,822,2864,782,636,4415,3887,0,13759
Hysterectomy (female),552,5,241,279,7105,13166,1729,1159,5239,5222,0,34697
Sterilization (female),55,*,81,71,1512,1003,286,81,2543,313,*,5945
Other female genital system,1504,187,1260,1635,21241,17469,3303,1902,14609,17764,*,80874
Cataract surgery,11756,1855,18031,14735,131475,195850,18916,18331,47802,80549,0,539300
Other eye,4949,1940,15493,43787,491790,352172,22448,24199,71126,236245,*,1264149
Tympanoplasty,317,15,136,84,1486,1648,307,197,554,1074,0,5818
Other ear,136,59,431,3385,20586,19415,284,80,3788,674,0,48838
Other major surgery,2353,477,692,2514,32546,90983,4970,5727,19289,22350,108,182009
Total major surgery,74321,14510,76517,116408,1251345,1692280,136499,131302,577681,672595,1067,4744525
"Incision, abscess, etc.",679,82,569,353,18085,104143,1995,644,1091,2450,9,130100
Removal of foreign body,457,125,862,417,12239,19357,990,874,1703,43246,*,80270
"Excision, tumour, etc.",25073,1881,4392,3019,168988,99543,13222,6799,153687,28673,206,505483
Suture wound,194,7,164,361,14841,203276,2158,5140,42256,2025,13,270435
Excision of nail,299,133,422,282,2152,3861,657,175,651,558,8,9198
Chalazion,89,9,384,477,3048,1968,144,254,1138,2899,*,10410
Myringotomy,5714,235,816,1740,39806,15708,1848,2881,3126,3923,0,75797
Minor fractures,702,1240,239,1560,3649,130773,425,32,1502,1137,*,141259
Other minor surgery,1054,151,1327,2428,11948,54808,10961,33401,27000,28576,30,171684
Total minor surgery,34261,3863,9175,10637,274756,633437,32400,50200,232154,113487,266,1394636
Surgical assistance,7729,2755,11530,6992,41628,406219,8304,7596,26905,63492,137,583287
Nerve blocks,12618,**,**,**,**,**,38840,22476,**,83237,**,157171
Other anesthesia,25115,**,**,**,**,**,152851,201057,**,182447,**,561470
Total anesthesia,37733,**,**,**,**,**,191691,223533,**,265684,**,718641
Service at delivery,87,334,362,1361,34259,71612,9467,143,41738,16636,20,176019
Delivery (excluding Caesarean section),431,282,1458,2667,23813,67218,7558,2079,16777,8838,22,131143
Caesarean section,520,118,1116,1664,18776,41389,3678,1667,14683,15346,23,98980
Therapeutic abortion,17,*,23,478,2698,3627,1305,337,7842,2414,0,18741
Other obstetrical services,2590,249,176,491,178205,244395,4865,1364,78874,2443,*,513652
Total obstetrical services,3645,983,3135,6661,257751,428241,26873,5590,159914,45677,65,938535
ICU/resuscitation,10755,2608,5633,16798,312419,839433,3193,18404,200012,225029,76,1634361
Allergy/hyposensitization,14230,0,15454,1801,196998,903203,64352,5655,220191,63094,*,1484976
Injection/aspiration of joint,12473,6923,21736,25775,147897,451080,24245,16273,41431,54577,82,802492
Electrocardiogram,172594,36993,195865,46269,427047,5452328,281354,273404,767904,931917,*,8585675
Esophagoscopy/gastroscopy,21460,2819,13960,16104,145140,549584,22573,18451,51207,77711,361,919370
Laryngoscopy/bronchoscopy,995,158,3296,25289,34564,197841,25949,13753,28890,99147,12,429894
Colonoscopy,20376,7586,22485,28703,320191,717413,35222,24490,92779,151396,653,1421294
Cystoscopy,16782,1441,19736,11547,107866,230936,14624,8927,34089,68151,105,514204
Sigmoidoscopy,845,279,493,3222,6757,12341,4832,2255,16703,22864,51,70642
Other endoscopy,34070,271,29666,56985,327317,357293,17759,25828,114277,260305,14,1223785
Coronary angiography only,3509,0,121,0,23061,35070,1058,8161,9087,7,0,80074
Procedures associated with imaging,10041,100,1124,5148,43177,80426,6073,1562,48308,35734,*,231693
Dilatation and curettage,2340,92,1259,1065,3729,2986,787,695,8822,5607,0,27382
Electroencephalography,2115,199,484,1366,47469,76754,20958,793,1374,17130,0,168642
Cryotherapy,547,81,8561,134,1720,330485,43,237,149,8,0,341965
Cardiac catheterization,7015,0,723,2363,30942,100436,5182,5824,11170,22689,0,186344
Biopsy,9931,1812,8970,13879,180878,89458,25588,7334,136329,96206,472,570857
Other diagnostic/therapeutic services,310189,64047,638220,950835,3523745,9790030,895728,976335,4018214,3769292,299,24936934
Total diagnostic/therapeutic services,650267,125409,987786,1207283,5880917,20217097,1449520,1408381,5800936,5900864,2125,43630584
Injections and immunizations,75,*,748,713,5206,584766,110141,617,10728,10562,*,723556
Papanicolaou smear,911,8,24,4036,0,21360,13382,10141,33398,0,0,83260
Insertion of intrauterine device,1978,*,740,2091,0,41867,3871,2138,10659,11517,23,74884
Total special services,2964,8,1512,6840,5206,647993,127394,12896,54785,22079,23,881700
Other identified,3190,10103,4814,20686,374482,1087652,358153,119888,396539,1102129,689,3478325
Other unidentified,*,0,0,0,0,0,0,0,0,0,7,7
Total miscellaneous services,3190,10103,4814,20686,374482,1087652,358153,119888,396539,1102129,696,3478332
Total procedures,814110,157631,1094469,1375507,8086085,25112918,2330834,1959386,7248914,8186007,4379,56370240
Total services,1544569,269974,1855125,2307274,27956301,64869282,5357434,3470225,16627496,17372997,13641,141644316
Total physicians,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,Total
Major consultations,198853,33558,244854,335593,4393123,8577863,596772,468825,1962701,3568419,2978,20383539
Other consultations,238,1545,32061,6995,640458,1112077,26790,19912,2428354,386352,2317,4657099
Total consultations,199091,35103,276915,342588,5033580,9689941,623563,488737,4391055,3954771,5295,25040638
Office,59425,23829,80980,25861,3163957,0,2098245,212046,2249977,318948,30701,8263970
Hospital inpatient: Newborn,114,825,6426,2278,71009,43145,0,0,24211,16834,257,165100
Hospital inpatient: Other,2483,2112,484,5928,1221577,1394484,20416,10271,155625,116813,1137,2931331
Hospital outpatient,59771,221,7095,669,3701707,318852,18872,9182,143707,83819,11442,4355337
Hospital unspecified,1528,7993,3143,125,64324,622,1625,13,61573,10995,20,151961
Unspecified,112,74,*,21804,4618449,10607529,21,1072,53140,22660,17,15324877
Special eye,0,*,27587,0,6464,947492,31784,68,26387,40924,0,1080706
Total major assessments,123433,35054,125715,56665,12847487,13312125,2170963,232652,2714620,610993,43575,32273281
Office,888489,170251,1803678,2320746,1382431,117288,3697459,2975246,13704649,6265339,52292,33377868
Hospital inpatient,5614,4844,5070,7594,3248289,3429748,242231,35458,401020,1922877,1506,9304251
Hospital outpatient,176432,7985,10426,182905,4791957,875537,23836,120305,895194,254229,22,7338828
Hospital unspecified,0,0,17087,0,127115,0,47055,3578,480101,342246,1009,1018192
Unspecified location,941737,2395,71,69178,9668363,31032039,15,15325,186967,748335,68,42664494
Special calls — Add,0,2700,40713,16008,0,2886945,0,44560,0,0,0,2990926
Detention,557,10550,355,28662,142752,7267,10314,6362,401438,13890,1436,623582
Total other assessments,2012829,198725,1877400,2625094,19360906,38348824,4020910,3200834,16069369,9546917,56333,97318141
Up to 28/30/31 or 35/42 days,102150,20072,20632,51301,21944,5208442,766099,292686,2076954,25740,*,8586021
More than 28/30/31 or 35/42,31813,5945,7919,27761,0,866726,0,45189,0,0,0,985353
Other,10536,4488,43665,22028,1347124,458725,386561,152460,57998,322721,6717,2813023
Total hospital care days,144499,30505,72216,101090,1369068,6533893,1152660,490335,2134952,348461,6717,12384396
Out-of-hours/emergency,31041,6604,2235,6117,457071,2549629,80354,62168,944409,1159705,20504,5319837
Other regular hours,46823,370,66207,11864,166564,1177833,0,780,455752,331454,487,2258134
Total special calls,77864,6974,68442,17981,623635,3727462,80354,62948,1400161,1491159,20991,7577971
Individual psychotherapy,50271,31845,48478,123520,391906,4996091,311461,122530,2130289,1236069,3289,9445749
Group/family psychotherapy,13072,167,4295,952,93320,708890,12344,2734,734413,94980,29,1665197
Counselling,1943,11307,8435,16469,1440469,3596393,129286,85805,2459600,362582,9552,8121840
Total psychotherapy/counselling,65285,43319,61208,140941,1925695,9301375,453091,211069,5324302,1693631,12870,19232786
Total consultations and visits,2623001,349680,2481895,3284359,41160372,80913620,8501540,4686574,32034460,17645931,145780,193827213
Mastectomy and breast surgery,730,89,473,966,5109,26987,1476,1078,6209,9418,6,52541
Breast tumour excision/biopsy,341,127,347,665,12046,1247,765,275,5348,1275,16,22452
Other integumentary system,31399,210,8736,5169,125899,185552,18299,17137,173029,78362,67,643859
Fractures,1615,1063,2532,4832,42801,90200,9207,5527,34817,24409,229,217232
Disc surgery,406,*,0,807,5381,12009,2128,5340,8276,4112,0,38459
Arthroplasty — Hip,1010,320,1550,1718,10257,24913,2762,2692,5021,10734,45,61022
Arthroplasty — Knee,976,375,1913,2378,15800,37010,3721,4011,6281,11463,39,83967
Other musculoskeletal system,5454,5317,8854,9758,87511,170338,17528,13418,61647,43164,333,423322
Sub-mucous resection,172,8,451,445,4850,10818,1150,1430,3552,320,0,23196
Rhinoplasty,0,0,301,35,467,21,157,245,1938,785,0,3949
Other respiratory system,1420,130,1350,916,17550,25645,1928,3055,11211,14702,11,77918
Coronary artery bypass/repair,0,0,0,0,4921,8234,470,252,625,1977,0,16479
Coronary angioplasty,2154,0,1083,1558,18201,32467,2548,2150,5306,2278,0,67745
Cardiac electrophysiology,2720,156,455,839,23533,52172,2313,2396,4264,11041,0,99889
Other heart/pericardium,124,*,*,273,9223,10888,1679,711,2473,3723,0,29094
Varicose veins/vein repair,12,0,59,421,848,3011,4769,50,1192,3372,0,13734
Carotid endarterectomy,0,0,18,187,730,983,145,0,56,747,0,2866
Other cardiovascular,38,*,270,1786,15066,15359,1384,997,4973,6489,*,46362
Appendectomy,249,130,358,729,9027,13187,1471,749,4523,5130,30,35583
Laparotomy,60,10,104,62,1151,3440,286,69,1592,842,0,7616
Gallbladder and biliary tract,959,431,1315,2093,18500,27581,3314,2184,9047,14000,43,79467
Tonsillectomy,321,69,219,750,12383,10593,1029,1742,2997,2511,6,32620
Hernias,974,344,1933,2833,27153,37027,4747,3307,13866,14983,54,107221
Colon and intestines (colectomy),728,235,731,721,11569,117883,2280,1729,6463,11733,28,154100
Rectum/proctotomy/anus and hemorrhoidectomy,185,112,570,841,8150,15120,1423,962,5187,4479,12,37041
Other digestive,1977,199,1256,2280,14987,23213,2151,1224,11235,8898,60,67480
Urinary system,2401,822,3072,5489,32670,26099,2621,4378,31502,12534,10,121598
Prostate surgery (male),676,165,1199,639,6615,16678,927,901,4370,6756,0,38926
Vasectomy (male),496,232,1622,1559,16770,24172,2547,2561,9069,5977,65,65070
Other male genital system,473,148,751,588,9738,14399,3180,630,4558,3368,12,37845
Prolapse in female genital system,185,6,26,136,822,2864,793,636,4486,3887,0,13841
Hysterectomy (female),552,5,241,279,7105,13166,1862,1159,5361,5222,0,34952
Sterilization (female),55,0,81,71,1512,1003,328,104,2758,328,0,6240
Other female genital system,1504,203,1260,1635,21275,17484,3552,1909,15470,17822,0,82114
Cataract surgery,11756,2640,18031,14735,131475,195855,18916,18336,48181,80549,0,540474
Other eye,4949,2196,15518,43787,491831,353432,22552,24524,71574,236304,14,1266681
Tympanoplasty,317,15,136,84,1486,1648,307,197,554,1074,0,5818
Other ear,136,59,431,3385,20586,19498,284,80,3954,674,0,49087
Other major surgery,2353,477,692,2514,32701,102829,5198,5910,19493,22596,108,194871
Total major surgery,79877,16293,77938,117963,1277699,1745025,152197,134055,612458,688038,1188,4902731
"Incision, abscess, etc.",1410,127,1086,619,64878,156688,6161,3136,22743,13772,253,270873
Removal of foreign body,677,176,1012,451,26331,37102,3336,2581,12929,43357,26,127978
"Excision, tumour, etc.",47174,2971,6427,4322,209565,121110,46398,17022,249042,53217,871,758119
Suture wound,731,20,395,505,80387,283666,9670,23197,88859,52628,773,540831
Excision of nail,632,160,728,1049,7050,8210,1833,1243,5978,2287,74,29244
Chalazion,89,9,396,477,3058,1987,207,264,1206,2899,0,10592
Myringotomy,5714,235,890,1740,39806,15708,1848,2881,3709,3965,0,76496
Minor fractures,756,1250,244,1560,9440,179863,796,90,10302,5136,25,209462
Other minor surgery,1518,157,1327,2483,22600,88277,19937,35028,50638,38603,38,260606
Total minor surgery,58701,5105,12505,13206,463115,892611,90186,85442,445406,215864,2060,2284201
Surgical assistance,43397,6854,29442,22708,45876,702787,23363,40900,114615,202962,658,1233562
Nerve blocks,12625,**,**,**,**,**,42271,24526,**,151056,**,230478
Other anesthesia,25115,**,**,**,**,**,258126,216737,**,239456,**,739434
Total anesthesia,37740,**,**,**,**,**,300397,241263,**,390512,**,969912
Service at delivery,234,508,368,1957,64810,80932,12130,610,65178,28836,254,255817
Delivery (excluding Caesarean section),722,569,4755,3760,50505,73646,9627,4353,27113,21657,224,196931
Caesarean section,520,207,1116,1679,18905,41724,4077,1799,15553,15720,23,101323
Therapeutic abortion,885,71,907,488,17637,16362,2131,780,9133,5862,86,54342
Other obstetrical services,2939,481,956,791,227316,277408,5928,2343,110809,9659,61,638691
Total obstetrical services,5300,1836,8102,8675,379173,490072,33893,9885,227786,81734,648,1247104
ICU/resuscitation,10777,2912,5671,17091,403241,1070093,3239,18834,477495,234498,1571,2245422
Allergy/hyposensitization,15909,52,16641,27983,206036,951644,70522,10200,238204,69646,151,1606988
Injection/aspiration of joint,35699,9689,43128,39263,371066,1112642,67695,32387,96747,79083,689,1888088
Electrocardiogram,173674,40044,195865,46269,441549,5652856,371683,354497,845235,938267,2698,9062637
Esophagoscopy/gastroscopy,21460,2830,13960,16104,145222,551584,24483,19020,53308,78487,361,926819
Laryngoscopy/bronchoscopy,995,205,3296,25289,35674,199041,25949,13759,29514,99212,12,432946
Colonoscopy,20376,7586,22485,28703,320356,722846,38716,25430,96823,152933,653,1436907
Cystoscopy,16782,3773,19736,11547,107874,230951,15038,8927,34277,68151,105,517161
Sigmoidoscopy,845,279,590,3231,7271,12751,4893,2328,16791,31562,51,80592
Other endoscopy,34070,387,29706,56985,327901,361639,18362,25906,125867,262173,14,1243010
Coronary angiography only,3509,0,121,0,23061,35081,1058,8161,9087,7,0,80085
Procedures associated with imaging,10041,105,1223,5148,45084,80660,6088,1562,48854,39975,*,238740
Dilatation and curettage,2340,92,1270,1065,4041,3830,868,775,9515,5892,17,29705
Electroencephalography,2115,199,484,1366,47469,76762,20958,826,1374,17130,0,168683
Cryotherapy,1445,498,13877,134,1720,577520,3420,19263,483,16,0,618376
Cardiac catheterization,7015,0,723,2363,30961,100436,5182,5824,11170,22689,0,186363
Biopsy,10282,2201,10086,16906,195087,106782,32626,9983,196904,108531,666,690054
Other diagnostic/therapeutic services,337965,95331,654869,978040,3780028,11795893,1070466,1059641,4575107,4110513,2021,28459874
Total diagnostic/therapeutic services,705299,166183,1033731,1277487,6493641,23643011,1781245,1617323,6866756,6318765,9009,49912451
Injections and immunizations,7011,4612,113642,115903,6711,3206069,443300,29526,188812,72853,226,4188665
Papanicolaou smear,23084,876,18168,35638,0,202895,42459,55380,273589,0,0,652089
Insertion of intrauterine device,3145,523,3046,3807,21236,56817,6305,4725,33947,26723,388,160662
Total special services,33240,6011,134856,155348,27947,3465781,492064,89631,496348,99576,614,5001416
Other identified,35125,54439,93871,81844,3073154,2964654,2124560,473125,1630943,18528054,14625,29074394
Other unidentified,*,0,0,0,0,0,0,0,0,0,82,82
Total miscellaneous services,35125,54439,93871,81844,3073154,2964654,2124560,473125,1630943,18528054,14707,29074476
Total procedures,998679,256721,1390445,1677231,11760605,33903942,4997905,2691624,10394312,26525505,28884,94625853
Total services,3621680,606401,3872341,4961590,52920977,114817561,13499445,7378198,42428772,44171437,174664,288453066
Notes,,,,,,,,,,,,
"* Data was suppressed due to low head counts. For details, please see the Data suppression section in the methodology notes.",,,,,,,,,,,,
** Anesthesia services and anesthesia specialists are excluded.,,,,,,,,,,,,
n/a: Not applicable.,,,,,,,,,,,,
All of British Columbia's Longitudinal Family Physician (LFP) payment model services and payments are grouped in Miscellaneous services — Other identified.,,,,,,,,,,,,
"Outputs in the National Physician Database — Data Release reflect the clinical payments to physicians and service utilization for the fiscal years in question and do not reflect more recent agreements, contracts or programs that may be in place.  ",,,,,,,,,,,,
Based on gross direct fee-for-service payments. Reciprocal billing payments are not included.,,,,,,,,,,,,
"The 2023–2024 Ontario results do not accurately reflect total clinical payments made to physicians. Several factors have affected the results, leading to an under-representation of total clinical payments. Factors include missing retroactive payments made to physicians (2.8%) and inaccurate counting of certain payments and premiums. The Ontario government and CIHI are working closely together to update the historical data and ensure accuracy on physician compensation results going forward.",,,,,,,,,,,,
"Alternative forms of reimbursement, such as salary and capitation, are not included. Fee-for-service expenditure's proportion of total physician compensation is different in each jurisdiction; therefore, comparisons across jurisdictions should be made with caution (see Table A.2.2 and/or Table A.2.3 of National Physician Database — Payments Data, 2022–2023 for the proportions).",,,,,,,,,,,,
Source,,,,,,,,,,,,
"National Physician Database, Canadian Institute for Health Information.",,,,,,,,,,,,
End of worksheet (back to Table of contents),,,,,,,,,,,,
