Hospital inpatient: Other,282,*,0,241,127353,12208,97,70,478,0,,140728
Hospital outpatient,5873,*,6,0,302060,0,28,36,*,0,,308003
Hospital unspecified,0,*,0,0,0,0,38,0,213,0,,251
Unspecified,0,*,0,0,3126,792308,0,0,6,0,,795440
Special eye,0,*,0,0,0,0,0,0,0,0,,0
Total major assessments,6582,*,3003,1966,560917,804516,34473,411,1633,0,,1413502
Office,146,*,4795,10900,30513,0,13640,10337,131622,124049,,326002
Hospital inpatient,0,*,0,0,299022,39367,10,816,123,26886,,366224
Hospital outpatient,2775,*,21,6519,113746,0,*,5228,16434,201,,144924
Hospital unspecified,0,*,*,0,32498,0,939,0,5337,531,,39305
Unspecified location,616,*,0,7993,977,151694,0,17,6592,0,,167889
Special calls — Add,0,*,0,*,0,116251,0,1345,0,0,,117596
Detention,0,*,0,554,3780,40,14,20,1786,58,,6252
Total other assessments,3537,*,4816,25967,480536,307352,14604,17763,161894,151725,,1168192
Up to 28/30/31 or 35/42 days,9244,*,80,3207,0,91883,13065,17368,128445,121,,263413
More than 28/30/31 or 35/42,700,*,0,19,0,5942,0,420,0,0,,7081
Other,958,*,2865,2221,146510,11559,19574,3196,0,5261,,192144
Total hospital care days,10901,*,2945,5447,146510,109384,32639,20984,128445,5382,,462637
Out-of-hours/emergency,0,*,10,91,97,31081,678,3508,458,14964,,50887
Other regular hours,*,*,0,21,*,20084,0,*,68,5,,20178
Total special calls,*,*,10,112,97,51165,678,3508,526,14969,,71065
Individual psychotherapy,0,*,0,0,0,6,0,0,0,*,,6
Group/family psychotherapy,0,*,0,0,0,5,0,0,0,11,,17
Counselling,0,*,*,32,3384,13185,4777,21,22859,5077,,49335
Total psychotherapy/counselling,0,*,*,32,3384,13196,4777,21,22859,5088,,49357
Total consultations and visits,26674,*,18560,58079,1557734,1850902,113730,85481,472844,449957,,4633962
Mastectomy and breast surgery,0,*,0,0,0,0,0,0,0,0,,0
